year,id,dist,passen,fare,bmktshr,ldist,y98,y99,y00,lfare,ldistsq,concen,lpassen
1999,604,1087,645,127,.59200001,6.9911771,0,1,0,4.8441873,48.876556,.59200001,6.4692502
2000,604,1087,513,156,.55199999,6.9911771,0,0,1,5.0498562,48.876556,.55199999,6.2402759
1997,605,505,210,250,.94870001,6.2245584,0,0,0,5.521461,38.745125,.94870001,5.3471074
1998,605,505,196,204,.93800002,6.2245584,1,0,0,5.31812,38.745125,.93800002,5.2781148
1999,605,505,182,230,.9332,6.2245584,0,1,0,5.4380794,38.745125,.9332,5.2040067
2000,605,505,195,237,.92860001,6.2245584,0,0,1,5.46806,38.745125,.92860001,5.2729998
1997,606,677,391,139,.64829999,6.5176711,0,0,0,4.934474,42.480038,.64829999,5.9687076
1998,606,677,361,155,.65289998,6.5176711,1,0,0,5.0434251,42.480038,.65289998,5.8888779
1999,606,677,378,146,.59509999,6.5176711,0,1,0,4.9836068,42.480038,.59509999,5.9348941
2000,606,677,372,159,.6358,6.5176711,0,0,1,5.0689044,42.480038,.6358,5.9188938
1997,607,584,422,82,.59459996,6.3699012,0,0,0,4.4067192,40.575642,.59459996,6.0450053
1998,607,584,405,88,.55199999,6.3699012,1,0,0,4.4773369,40.575642,.55199999,6.0038872
1999,607,584,392,101,.62349999,6.3699012,0,1,0,4.6151204,40.575642,.62349999,5.971262
2000,607,584,423,100,.66260004,6.3699012,0,0,1,4.6051702,40.575642,.66260004,6.0473723
1997,608,714,457,114,.84109998,6.5708828,0,0,0,4.7361984,43.176502,.84109998,6.1246834
1998,608,714,444,120,.861,6.5708828,1,0,0,4.7874918,43.176502,.861,6.0958247
1999,608,714,441,126,.85660005,6.5708828,0,1,0,4.8362818,43.176502,.85660005,6.089045
2000,608,714,425,133,.85860002,6.5708828,0,0,1,4.8903489,43.176502,.85860002,6.0520892
1997,609,671,119,114,.7694,6.508769,0,0,0,4.7361984,42.364075,.7694,4.7791233
1998,609,671,118,120,.76620001,6.508769,1,0,0,4.7874918,42.364075,.76620001,4.7706847
1999,609,671,109,124,.67260003,6.508769,0,1,0,4.8202815,42.364075,.67260003,4.6913481
2000,609,671,116,132,.65109998,6.508769,0,0,1,4.882802,42.364075,.65109998,4.7535901
1997,610,347,597,66,.85040003,5.8493247,0,0,0,4.1896548,34.2146,.85040003,6.3919172
1998,610,347,536,66,.87889999,5.8493247,1,0,0,4.1896548,34.2146,.87889999,6.2841344
1999,610,347,621,61,.8549,5.8493247,0,1,0,4.1108737,34.2146,.8549,6.4313312
2000,610,347,561,68,.8143,5.8493247,0,0,1,4.2195077,34.2146,.8143,6.329721
1997,611,496,336,101,.9152,6.2065759,0,0,0,4.6151204,38.521584,.9152,5.817111
1998,611,496,308,113,.92769998,6.2065759,1,0,0,4.7273879,38.521584,.92769998,5.7300997
1999,611,496,350,107,.88870001,6.2065759,0,1,0,4.6728287,38.521584,.88870001,5.857933
2000,611,496,351,113,.94300002,6.2065759,0,0,1,4.7273879,38.521584,.94300002,5.8607864
1997,612,636,194,110,.8154,6.4551988,0,0,0,4.7004805,41.66959,.8154,5.267858
1998,612,636,184,119,.86980003,6.4551988,1,0,0,4.7791233,41.66959,.86980003,5.2149358
1999,612,636,193,126,.85650003,6.4551988,0,1,0,4.8362818,41.66959,.85650003,5.2626901
2000,612,636,204,135,.81080002,6.4551988,0,0,1,4.9052749,41.66959,.81080002,5.31812
1997,613,451,282,118,.96650004,6.1114674,0,0,0,4.7706847,37.350033,.96650004,5.6419072
1998,613,451,248,121,.97330004,6.1114674,1,0,0,4.7957907,37.350033,.97330004,5.5134287
1999,613,451,265,125,.96839994,6.1114674,0,1,0,4.8283138,37.350033,.96839994,5.57973
2000,613,451,231,138,.97320002,6.1114674,0,0,1,4.9272537,37.350033,.97320002,5.4424176
1997,614,1174,269,138,.38209999,7.068172,0,0,0,4.9272537,49.959057,.38209999,5.5947113
1998,614,1174,448,118,.43599999,7.068172,1,0,0,4.7706847,49.959057,.43599999,6.1047931
1999,614,1174,745,117,.47929999,7.068172,0,1,0,4.7621741,49.959057,.47929999,6.6133842
2000,614,1174,770,120,.5054,7.068172,0,0,1,4.7874918,49.959057,.5054,6.6463904
1997,615,965,369,169,.63929999,6.872128,0,0,0,5.1298985,47.226143,.63929999,5.9107966
1998,615,965,343,179,.63929999,6.872128,1,0,0,5.187386,47.226143,.63929999,5.8377304
1999,615,965,430,168,.63270003,6.872128,0,1,0,5.1239638,47.226143,.63270003,6.0637851
2000,615,965,444,180,.63800001,6.872128,0,0,1,5.1929569,47.226143,.63800001,6.0958247
1997,616,1006,376,110,.42880002,6.9137373,0,0,0,4.7004805,47.799763,.42880002,5.9295893
1998,616,1006,378,122,.50529999,6.9137373,1,0,0,4.8040209,47.799763,.50529999,5.9348941
1999,616,1006,377,130,.48900002,6.9137373,0,1,0,4.8675346,47.799763,.48900002,5.9322453
2000,616,1006,434,130,.51969999,6.9137373,0,0,1,4.8675346,47.799763,.51969999,6.0730443
1997,617,1093,315,126,.93099999,6.9966817,0,0,0,4.8362818,48.953556,.93099999,5.7525725
1998,617,1093,333,133,.92339998,6.9966817,1,0,0,4.8903489,48.953556,.92339998,5.8081427
1999,617,1093,707,117,.58749998,6.9966817,0,1,0,4.7621741,48.953556,.58749998,6.5610309
2000,617,1093,800,121,.65039998,6.9966817,0,0,1,4.7957907,48.953556,.65039998,6.6846118
1997,618,318,557,58,.98400003,5.7620516,0,0,0,4.0604429,33.201237,.98400003,6.3225651
1998,618,318,675,62,.9878,5.7620516,1,0,0,4.1271343,33.201237,.9878,6.5147128
1999,618,318,707,64,.99250001,5.7620516,0,1,0,4.1588831,33.201237,.99250001,6.5610309
2000,618,318,847,67,.99410003,5.7620516,0,0,1,4.2046928,33.201237,.99410003,6.7417006
1997,619,1244,177,136,.32779998,7.1260872,0,0,0,4.9126549,50.78112,.32779998,5.1761498
1998,619,1244,204,145,.412,7.1260872,1,0,0,4.9767337,50.78112,.412,5.31812
1999,619,1244,184,159,.32799998,7.1260872,0,1,0,5.0689044,50.78112,.32799998,5.2149358
2000,619,1244,206,165,.26440001,7.1260872,0,0,1,5.1059456,50.78112,.26440001,5.3278761
1997,620,2175,331,164,.48439997,7.6847839,0,0,0,5.0998664,59.055904,.48439997,5.8021183
1998,620,2175,360,181,.48610002,7.6847839,1,0,0,5.1984968,59.055904,.48610002,5.8861041
1999,620,2175,610,167,.46020001,7.6847839,0,1,0,5.1179938,59.055904,.46020001,6.4134588
2000,620,2175,483,174,.4901,7.6847839,0,0,1,5.1590552,59.055904,.4901,6.1800165
1997,621,2343,629,213,.38830003,7.7591872,0,0,0,5.3612924,60.204987,.38830003,6.4441314
1998,621,2343,601,215,.3152,7.7591872,1,0,0,5.3706379,60.204987,.3152,6.3985949
1999,621,2343,710,208,.26820001,7.7591872,0,1,0,5.3375382,60.204987,.26820001,6.5652652
2000,621,2343,670,222,.32990003,7.7591872,0,0,1,5.4026775,60.204987,.32990003,6.5072775
1997,622,897,134,128,.5984,6.7990561,0,0,0,4.8520303,46.227161,.5984,4.89784
1998,622,897,150,144,.48400003,6.7990561,1,0,0,4.9698133,46.227161,.48400003,5.0106354
1999,622,897,172,144,.55019999,6.7990561,0,1,0,4.9698133,46.227161,.55019999,5.1474943
2000,622,897,157,141,.47679999,6.7990561,0,0,1,4.94876,46.227161,.47679999,5.0562458
1997,623,1246,160,141,.26680002,7.1276937,0,0,0,4.94876,50.804016,.26680002,5.0751739
1998,623,1246,152,140,.29700002,7.1276937,1,0,0,4.9416423,50.804016,.29700002,5.0238805
1999,623,1246,159,148,.36500001,7.1276937,0,1,0,4.9972124,50.804016,.36500001,5.0689044
2000,623,1246,192,153,.25310001,7.1276937,0,0,1,5.0304379,50.804016,.25310001,5.2574954
1997,624,1490,131,250,.35299999,7.3065314,0,0,0,5.521461,53.385403,.35299999,4.8751974
1998,624,1490,163,242,.3707,7.3065314,1,0,0,5.4889379,53.385403,.3707,5.09375
1999,624,1490,167,245,.3937,7.3065314,0,1,0,5.5012584,53.385403,.3937,5.1179938
2000,624,1490,266,219,.51569998,7.3065314,0,0,1,5.3890719,53.385403,.51569998,5.5834961
1997,625,793,297,120,.71639997,6.6758232,0,0,0,4.7874918,44.566616,.71639997,5.6937323
1998,625,793,326,129,.71930003,6.6758232,1,0,0,4.8598123,44.566616,.71930003,5.7868972
1999,625,793,388,126,.7881,6.6758232,0,1,0,4.8362818,44.566616,.7881,5.9610052
2000,625,793,395,141,.77459997,6.6758232,0,0,1,4.94876,44.566616,.77459997,5.9788857
1997,626,673,237,133,.72440004,6.5117455,0,0,0,4.8903489,42.402828,.72440004,5.46806
1998,626,673,262,140,.73580003,6.5117455,1,0,0,4.9416423,42.402828,.73580003,5.5683446
1999,626,673,296,140,.82349998,6.5117455,0,1,0,4.9416423,42.402828,.82349998,5.6903596
2000,626,673,372,142,.72480005,6.5117455,0,0,1,4.9558272,42.402828,.72480005,5.9188938
1997,627,1073,4163,155,.345,6.9782138,0,0,0,5.0434251,48.695469,.345,8.3339911
1998,627,1073,5206,142,.31729999,6.9782138,1,0,0,4.9558272,48.695469,.31729999,8.5575666
1999,627,1073,6561,133,.31909999,6.9782138,0,1,0,4.8903489,48.695469,.31909999,8.7888985
2000,627,1073,8497,128,.27419999,6.9782138,0,0,1,4.8520303,48.695469,.27419999,9.0474682
1997,628,1122,91,137,.57620001,7.0228682,0,0,0,4.919981,49.320679,.57620001,4.5108595
1998,628,1122,86,139,.72330004,7.0228682,1,0,0,4.934474,49.320679,.72330004,4.4543471
1999,628,1122,64,143,.72110003,7.0228682,0,1,0,4.9628448,49.320679,.72110003,4.1588831
2000,628,1122,55,147,.79220003,7.0228682,0,0,1,4.9904327,49.320679,.79220003,4.0073333
1997,629,178,847,57,.79940003,5.1817837,0,0,0,4.0430512,26.850882,.79940003,6.7417006
1998,629,178,807,62,.80839998,5.1817837,1,0,0,4.1271343,26.850882,.80839998,6.6933236
1999,629,178,777,64,.8258,5.1817837,0,1,0,4.1588831,26.850882,.8258,6.6554403
2000,629,178,831,73,.8071,5.1817837,0,0,1,4.2904596,26.850882,.8071,6.72263
1997,630,992,887,153,.78110003,6.8997231,0,0,0,5.0304379,47.606178,.78110003,6.7878451
1998,630,992,775,163,.75389999,6.8997231,1,0,0,5.09375,47.606178,.75389999,6.652863
1999,630,992,816,168,.73260003,6.8997231,0,1,0,5.1239638,47.606178,.73260003,6.7044144
2000,630,992,1311,131,.7543,6.8997231,0,0,1,4.8751974,47.606178,.7543,7.1785455
1997,631,1975,217,219,.3459,7.5883236,0,0,0,5.3890719,57.582657,.3459,5.3798971
1998,631,1975,224,206,.36119998,7.5883236,1,0,0,5.3278761,57.582657,.36119998,5.4116459
1999,631,1975,315,188,.29750001,7.5883236,0,1,0,5.2364421,57.582657,.29750001,5.7525725
2000,631,1975,324,210,.29659998,7.5883236,0,0,1,5.3471074,57.582657,.29659998,5.7807436
1997,632,994,325,157,.77519995,6.9017372,0,0,0,5.0562458,47.633976,.77519995,5.7838254
1998,632,994,347,162,.79150003,6.9017372,1,0,0,5.0875964,47.633976,.79150003,5.8493247
1999,632,994,289,168,.74120003,6.9017372,0,1,0,5.1239638,47.633976,.74120003,5.6664267
2000,632,994,395,157,.84139997,6.9017372,0,0,1,5.0562458,47.633976,.84139997,5.9788857
1997,633,1189,357,123,.37090001,7.0808678,0,0,0,4.8121843,50.138687,.37090001,5.8777356
1998,633,1189,358,132,.40830001,7.0808678,1,0,0,4.882802,50.138687,.40830001,5.8805332
1999,633,1189,346,130,.45580003,7.0808678,0,1,0,4.8675346,50.138687,.45580003,5.8464389
2000,633,1189,395,132,.46240002,7.0808678,0,0,1,4.882802,50.138687,.46240002,5.9788857
1997,634,680,259,143,.69059998,6.5220928,0,0,0,4.9628448,42.537693,.69059998,5.556828
1998,634,680,289,139,.72120005,6.5220928,1,0,0,4.934474,42.537693,.72120005,5.6664267
1999,634,680,429,117,.58950001,6.5220928,0,1,0,4.7621741,42.537693,.58950001,6.0614572
2000,634,680,492,122,.64859998,6.5220928,0,0,1,4.8040209,42.537693,.64859998,6.1984787
1997,635,2587,212,276,.37009999,7.858254,0,0,0,5.6204009,61.752155,.37009999,5.3565865
1998,635,2587,248,261,.31900001,7.858254,1,0,0,5.5645204,61.752155,.31900001,5.5134287
1999,635,2587,312,236,.34299999,7.858254,0,1,0,5.4638319,61.752155,.34299999,5.7430034
2000,635,2587,294,248,.3818,7.858254,0,0,1,5.5134287,61.752155,.3818,5.6835799
1997,636,1057,262,180,.47580001,6.9631901,0,0,0,5.1929569,48.486015,.47580001,5.5683446
1998,636,1057,305,185,.63520002,6.9631901,1,0,0,5.220356,48.486015,.63520002,5.7203116
1999,636,1057,348,176,.60420001,6.9631901,0,1,0,5.1704841,48.486015,.60420001,5.8522024
2000,636,1057,358,199,.50060004,6.9631901,0,0,1,5.2933049,48.486015,.50060004,5.8805332
1997,637,197,1255,57,.85620004,5.2832036,0,0,0,4.0430512,27.912241,.85620004,7.134891
1998,637,197,1323,62,.92519999,5.2832036,1,0,0,4.1271343,27.912241,.92519999,7.1876574
1999,637,197,1326,64,.92320001,5.2832036,0,1,0,4.1588831,27.912241,.92320001,7.1899223
2000,637,197,1370,68,.93430001,5.2832036,0,0,1,4.2195077,27.912241,.93430001,7.2225661
1997,638,900,673,146,.65370005,6.8023949,0,0,0,4.9836068,46.272575,.65370005,6.5117455
1998,638,900,851,124,.42700002,6.8023949,1,0,0,4.8202815,46.272575,.42700002,6.7464123
1999,638,900,905,125,.46529999,6.8023949,0,1,0,4.8283138,46.272575,.46529999,6.8079348
2000,638,900,1188,125,.48930001,6.8023949,0,0,1,4.8283138,46.272575,.48930001,7.0800266
1997,639,1181,223,143,.5467,7.0741167,0,0,0,4.9628448,50.043129,.5467,5.4071717
1998,639,1181,265,121,.42029998,7.0741167,1,0,0,4.7957907,50.043129,.42029998,5.57973
1999,639,1181,232,124,.52099997,7.0741167,0,1,0,4.8202815,50.043129,.52099997,5.4467373
2000,639,1181,232,137,.4427,7.0741167,0,0,1,4.919981,50.043129,.4427,5.4467373
1997,640,946,480,129,.80290002,6.8522425,0,0,0,4.8598123,46.953228,.80290002,6.1737862
1998,640,946,473,128,.82629997,6.8522425,1,0,0,4.8520303,46.953228,.82629997,6.1590953
1999,640,946,458,136,.80070001,6.8522425,0,1,0,4.9126549,46.953228,.80070001,6.1268692
2000,640,946,465,140,.7507,6.8522425,0,0,1,4.9416423,46.953228,.7507,6.1420374
1997,641,1158,109,141,.48099998,7.0544496,0,0,0,4.94876,49.765259,.48099998,4.6913481
1998,641,1158,114,142,.4777,7.0544496,1,0,0,4.9558272,49.765259,.4777,4.7361984
1999,641,1158,112,155,.48599997,7.0544496,0,1,0,5.0434251,49.765259,.48599997,4.7184987
2000,641,1158,114,164,.39349997,7.0544496,0,0,1,5.0998664,49.765259,.39349997,4.7361984
1997,642,1185,305,130,.51569998,7.077498,0,0,0,4.8675346,50.090977,.51569998,5.7203116
1998,642,1185,256,133,.2836,7.077498,1,0,0,4.8903489,50.090977,.2836,5.5451775
1999,642,1185,253,144,.3152,7.077498,0,1,0,4.9698133,50.090977,.3152,5.5333896
2000,642,1185,243,152,.27129999,7.077498,0,0,1,5.0238805,50.090977,.27129999,5.4930615
1997,643,1417,256,217,.73620003,7.2562971,0,0,0,5.3798971,52.653847,.73620003,5.5451775
1998,643,1417,289,191,.64629996,7.2562971,1,0,0,5.2522736,52.653847,.64629996,5.6664267
1999,643,1417,313,191,.54949999,7.2562971,0,1,0,5.2522736,52.653847,.54949999,5.7462034
2000,643,1417,400,180,.58840001,7.2562971,0,0,1,5.1929569,52.653847,.58840001,5.9914646
1997,644,1068,1026,176,.47040001,6.9735432,0,0,0,5.1704841,48.630302,.47040001,6.933423
1998,644,1068,999,170,.48310003,6.9735432,1,0,0,5.1357985,48.630302,.48310003,6.906755
1999,644,1068,1051,166,.50800002,6.9735432,0,1,0,5.1119876,48.630302,.50800002,6.9574976
2000,644,1068,1381,148,.34009999,6.9735432,0,0,1,4.9972124,48.630302,.34009999,7.2305632
1997,645,992,356,155,.78519994,6.8997231,0,0,0,5.0434251,47.606178,.78519994,5.8749309
1998,645,992,333,158,.80260003,6.8997231,1,0,0,5.0625949,47.606178,.80260003,5.8081427
1999,645,992,338,174,.74669999,6.8997231,0,1,0,5.1590552,47.606178,.74669999,5.8230457
2000,645,992,423,151,.84330004,6.8997231,0,0,1,5.0172796,47.606178,.84330004,6.0473723
1997,646,967,191,151,.7967,6.8741984,0,0,0,5.0172796,47.254604,.7967,5.2522736
1998,646,967,200,154,.8369,6.8741984,1,0,0,5.0369525,47.254604,.8369,5.2983174
1999,646,967,205,158,.78780001,6.8741984,0,1,0,5.0625949,47.254604,.78780001,5.32301
2000,646,967,270,146,.82919997,6.8741984,0,0,1,4.9836068,47.254604,.82919997,5.5984221
1997,647,1203,140,130,.49110001,7.0925736,0,0,0,4.8675346,50.3046,.49110001,4.9416423
1998,647,1203,130,137,.5905,7.0925736,1,0,0,4.919981,50.3046,.5905,4.8675346
1999,647,1203,124,148,.43669999,7.0925736,0,1,0,4.9972124,50.3046,.43669999,4.8202815
2000,647,1203,152,148,.5765,7.0925736,0,0,1,4.9972124,50.3046,.5765,5.0238805
1997,648,980,145,185,.87650001,6.8875527,0,0,0,5.220356,47.438381,.87650001,4.9767337
1998,648,980,172,178,.89529997,6.8875527,1,0,0,5.1817837,47.438381,.89529997,5.1474943
1999,648,980,179,188,.8599,6.8875527,0,1,0,5.2364421,47.438381,.8599,5.187386
2000,648,980,167,182,.84400004,6.8875527,0,0,1,5.2040067,47.438381,.84400004,5.1179938
1997,649,893,235,155,.53150004,6.7945867,0,0,0,5.0434251,46.166409,.53150004,5.4595857
1998,649,893,208,144,.52380002,6.7945867,1,0,0,4.9698133,46.166409,.52380002,5.3375382
1999,649,893,228,149,.34639999,6.7945867,0,1,0,5.0039463,46.166409,.34639999,5.4293456
2000,649,893,240,154,.45820001,6.7945867,0,0,1,5.0369525,46.166409,.45820001,5.480639
1997,650,1645,139,173,.67629999,7.4054956,0,0,0,5.1532917,54.841366,.67629999,4.934474
1998,650,1645,165,167,.47209999,7.4054956,1,0,0,5.1179938,54.841366,.47209999,5.1059456
1999,650,1645,154,175,.60659999,7.4054956,0,1,0,5.1647859,54.841366,.60659999,5.0369525
2000,650,1645,156,176,.7058,7.4054956,0,0,1,5.1704841,54.841366,.7058,5.0498562
1997,651,613,197,233,.47349998,6.418365,0,0,0,5.4510384,41.195408,.47349998,5.2832036
1998,651,613,213,203,.3994,6.418365,1,0,0,5.3132062,41.195408,.3994,5.3612924
1999,651,613,245,181,.3143,6.418365,0,1,0,5.1984968,41.195408,.3143,5.5012584
2000,651,613,235,196,.34349999,6.418365,0,0,1,5.2781148,41.195408,.34349999,5.4595857
1997,652,1024,221,130,.5266,6.9314718,0,0,0,4.8675346,48.045303,.5266,5.3981628
1998,652,1024,178,153,.32359999,6.9314718,1,0,0,5.0304379,48.045303,.32359999,5.1817837
1999,652,1024,198,154,.51969999,6.9314718,0,1,0,5.0369525,48.045303,.51969999,5.2882671
2000,652,1024,233,157,.44859999,6.9314718,0,0,1,5.0562458,48.045303,.44859999,5.4510384
1997,653,987,127,192,.66150004,6.89467,0,0,0,5.2574954,47.536476,.66150004,4.8441873
1998,653,987,155,153,.62549996,6.89467,1,0,0,5.0304379,47.536476,.62549996,5.0434251
1999,653,987,139,186,.59509999,6.89467,0,1,0,5.2257466,47.536476,.59509999,4.934474
2000,653,987,166,184,.55589998,6.89467,0,0,1,5.2149358,47.536476,.55589998,5.1119876
1997,654,460,764,202,.53310001,6.1312265,0,0,0,5.3082676,37.591938,.53310001,6.6385679
1998,654,460,747,186,.53029996,6.1312265,1,0,0,5.2257466,37.591938,.53029996,6.616065
1999,654,460,941,164,.51520002,6.1312265,0,1,0,5.0998664,37.591938,.51520002,6.8469429
2000,654,460,972,163,.46110001,6.1312265,0,0,1,5.09375,37.591938,.46110001,6.8793559
1997,655,535,292,130,.51529998,6.2822666,0,0,0,4.8675346,39.466873,.51529998,5.676754
1998,655,535,252,147,.34240001,6.2822666,1,0,0,4.9904327,39.466873,.34240001,5.529429
1999,655,535,215,121,.39430001,6.2822666,0,1,0,4.7957907,39.466873,.39430001,5.3706379
2000,655,535,348,105,.66980004,6.2822666,0,0,1,4.6539602,39.466873,.66980004,5.8522024
1997,656,365,178,212,.96399999,5.8998976,0,0,0,5.3565865,34.808792,.96399999,5.1817837
1998,656,365,212,178,.89779997,5.8998976,1,0,0,5.1817837,34.808792,.89779997,5.3565865
1999,656,365,264,184,.958,5.8998976,0,1,0,5.2149358,34.808792,.958,5.5759492
2000,656,365,254,173,.94440001,5.8998976,0,0,1,5.1532917,34.808792,.94440001,5.5373344
1997,657,276,562,64,.90029997,5.6204009,0,0,0,4.1588831,31.588907,.90029997,6.331502
1998,657,276,553,67,.93199998,5.6204009,1,0,0,4.2046928,31.588907,.93199998,6.3153582
1999,657,276,612,64,.91260004,5.6204009,0,1,0,4.1588831,31.588907,.91260004,6.4167323
2000,657,276,528,74,.90289998,5.6204009,0,0,1,4.3040652,31.588907,.90289998,6.2690964
1997,658,233,234,69,.98699999,5.4510384,0,0,0,4.2341065,29.71382,.98699999,5.4553213
1998,658,233,224,73,.99370003,5.4510384,1,0,0,4.2904596,29.71382,.99370003,5.4116459
1999,658,233,216,73,.98790002,5.4510384,0,1,0,4.2904596,29.71382,.98790002,5.3752785
2000,658,233,198,78,.99230003,5.4510384,0,0,1,4.356709,29.71382,.99230003,5.2882671
1997,659,852,249,109,.7536,6.7475867,0,0,0,4.6913481,45.529926,.7536,5.5174527
1998,659,852,248,110,.70129997,6.7475867,1,0,0,4.7004805,45.529926,.70129997,5.5134287
1999,659,852,170,130,.66370004,6.7475867,0,1,0,4.8675346,45.529926,.66370004,5.1357985
2000,659,852,163,153,.76599997,6.7475867,0,0,1,5.0304379,45.529926,.76599997,5.09375
1997,660,1509,129,386,.384,7.3192024,0,0,0,5.9558372,53.570724,.384,4.8598123
1998,660,1509,249,201,.4786,7.3192024,1,0,0,5.3033047,53.570724,.4786,5.5174527
1999,660,1509,258,209,.51749998,7.3192024,0,1,0,5.3423343,53.570724,.51749998,5.5529594
2000,660,1509,253,253,.4413,7.3192024,0,0,1,5.5333896,53.570724,.4413,5.5333896
1997,661,2527,282,319,.2879,7.8347883,0,0,0,5.7651911,61.383907,.2879,5.6419072
1998,661,2527,327,304,.25420001,7.8347883,1,0,0,5.7170277,61.383907,.25420001,5.7899604
1999,661,2527,460,240,.3822,7.8347883,0,1,0,5.480639,61.383907,.3822,6.1312265
2000,661,2527,494,247,.36070001,7.8347883,0,0,1,5.5093884,61.383907,.36070001,6.2025356
1997,662,1194,232,152,.35679999,7.0850644,0,0,0,5.0238805,50.198139,.35679999,5.4467373
1998,662,1194,238,158,.3642,7.0850644,1,0,0,5.0625949,50.198139,.3642,5.4722705
1999,662,1194,206,155,.4161,7.0850644,0,1,0,5.0434251,50.198139,.4161,5.3278761
2000,662,1194,190,165,.37029999,7.0850644,0,0,1,5.1059456,50.198139,.37029999,5.2470241
1997,663,1051,213,359,.75370002,6.9574976,0,0,0,5.8833222,48.406773,.75370002,5.3612924
1998,663,1051,216,314,.76879996,6.9574976,1,0,0,5.749393,48.406773,.76879996,5.3752785
1999,663,1051,214,335,.71129996,6.9574976,0,1,0,5.8141303,48.406773,.71129996,5.3659759
2000,663,1051,235,355,.76440001,6.9574976,0,0,1,5.872118,48.406773,.76440001,5.4595857
1997,664,1050,1163,112,.83230001,6.9565454,0,0,0,4.7184987,48.393524,.83230001,7.0587583
1998,664,1050,1266,110,.65660006,6.9565454,1,0,0,4.7004805,48.393524,.65660006,7.1436176
1999,664,1050,1441,107,.60470003,6.9565454,0,1,0,4.6728287,48.393524,.60470003,7.2730927
2000,664,1050,1644,110,.49040002,6.9565454,0,0,1,4.7004805,48.393524,.49040002,7.4048877
1997,665,196,273,239,.9813,5.2781148,0,0,0,5.4764633,27.858496,.9813,5.6094718
1998,665,196,278,237,.97930002,5.2781148,1,0,0,5.46806,27.858496,.97930002,5.6276212
1999,665,196,261,234,.9817,5.2781148,0,1,0,5.4553213,27.858496,.9817,5.5645204
2000,665,196,264,272,.99300003,5.2781148,0,0,1,5.6058021,27.858496,.99300003,5.5759492
1997,666,2214,181,287,.2922,7.7025561,0,0,0,5.659482,59.329372,.2922,5.1984968
1998,666,2214,197,274,.26569998,7.7025561,1,0,0,5.6131282,59.329372,.26569998,5.2832036
1999,666,2214,291,200,.18180001,7.7025561,0,1,0,5.2983174,59.329372,.18180001,5.6733232
2000,666,2214,384,196,.28999999,7.7025561,0,0,1,5.2781148,59.329372,.28999999,5.9506426
1997,667,406,210,238,.94519997,6.0063534,0,0,0,5.4722705,36.076283,.94519997,5.3471074
1998,667,406,210,229,.94190001,6.0063534,1,0,0,5.433722,36.076283,.94190001,5.3471074
1999,667,406,235,226,.94029999,6.0063534,0,1,0,5.4205351,36.076283,.94029999,5.4595857
2000,667,406,257,246,.94190001,6.0063534,0,0,1,5.5053315,36.076283,.94190001,5.5490761
1997,668,532,226,168,.74059999,6.2766433,0,0,0,5.1239638,39.396252,.74059999,5.4205351
1998,668,532,235,163,.74529999,6.2766433,1,0,0,5.09375,39.396252,.74529999,5.4595857
1999,668,532,321,140,.53460002,6.2766433,0,1,0,4.9416423,39.396252,.53460002,5.771441
2000,668,532,375,133,.685,6.2766433,0,0,1,4.8903489,39.396252,.685,5.9269261
1997,669,2627,242,376,.35299999,7.8735976,0,0,0,5.9295893,61.993538,.35299999,5.4889379
1998,669,2627,292,335,.48529997,7.8735976,1,0,0,5.8141303,61.993538,.48529997,5.676754
1999,669,2627,261,379,.4788,7.8735976,0,1,0,5.9375362,61.993538,.4788,5.5645204
2000,669,2627,268,366,.4779,7.8735976,0,0,1,5.9026332,61.993538,.4779,5.5909872
1997,670,2437,134,321,.3125,7.7985229,0,0,0,5.771441,60.816959,.3125,4.89784
1998,670,2437,128,307,.36049998,7.7985229,1,0,0,5.7268476,60.816959,.36049998,4.8520303
1999,670,2437,110,325,.33430001,7.7985229,0,1,0,5.7838254,60.816959,.33430001,4.7004805
2000,670,2437,161,276,.27320001,7.7985229,0,0,1,5.6204009,60.816959,.27320001,5.0814042
1997,671,958,175,267,.81209999,6.8648477,0,0,0,5.5872488,47.126133,.81209999,5.1647859
1998,671,958,172,286,.84290004,6.8648477,1,0,0,5.655992,47.126133,.84290004,5.1474943
1999,671,958,205,267,.6049,6.8648477,0,1,0,5.5872488,47.126133,.6049,5.32301
2000,671,958,230,245,.54369998,6.8648477,0,0,1,5.5012584,47.126133,.54369998,5.4380794
1997,672,1111,490,132,.61879998,7.0130157,0,0,0,4.882802,49.182388,.61879998,6.1944056
1998,672,1111,617,112,.69569999,7.0130157,1,0,0,4.7184987,49.182388,.69569999,6.4248691
1999,672,1111,661,111,.65139997,7.0130157,0,1,0,4.7095304,49.182388,.65139997,6.4937539
2000,672,1111,552,130,.51300001,7.0130157,0,0,1,4.8675346,49.182388,.51300001,6.3135481
1997,673,314,596,138,.79210001,5.749393,0,0,0,4.9272537,33.055519,.79210001,6.3902407
1998,673,314,624,136,.84519994,5.749393,1,0,0,4.9126549,33.055519,.84519994,6.4361506
1999,673,314,889,112,.70469999,5.749393,0,1,0,4.7184987,33.055519,.70469999,6.7900972
2000,673,314,512,166,.6476,5.749393,0,0,1,5.1119876,33.055519,.6476,6.2383246
1997,674,1133,631,135,.70599997,7.0326242,0,0,0,4.9052749,49.457806,.70599997,6.4473057
1998,674,1133,606,132,.69400001,7.0326242,1,0,0,4.882802,49.457806,.69400001,6.4068799
