age,work,study,econhs,colgpa,hsgpa,acteng,actmth,act,mathscr,male,calculus,attexc,attgood,fathcoll,mothcoll,score
21,12,6,1,3.0738001,3.5710001,24,22,23,8,0,1,0,1,1,1,75.779999
21,0,5,0,2.8132999,2.8610001,25,28,28,10,1,1,1,0,1,1,81.25
21,15,10,0,3.0645001,2.7260001,28,21,27,8,0,1,0,1,0,0,83.589996
21,25,4,0,2.7925999,3.277,29,25,28,9,0,1,0,0,0,1,72.660004
20,0,6,0,2.6303999,3.194,23,21,22,9,1,1,0,0,0,0,80.470001
21,0,10,0,2.3546,3.1600001,24,19,24,6,1,0,0,1,0,1,65.629997
21,20,20,0,2.3887999,3.1099999,28,26,27,9,1,1,0,1,0,0,63.279999
20,8,25,1,3.9649,3.9300001,29,28,29,8,0,0,0,1,0,0,89.839996
19,0,6.5,0,3.25,3.48,22,26,24,9,0,1,0,1,1,1,95.309998
19,0,8,0,2.7258,3.5639999,28,29,26,9,0,1,0,1,1,1,71.879997
19,15,20,0,2.8,3.74,16,20,18,8,0,0,1,0,1,1,57.810001
22,14,8,1,3.375,3.6719999,22,20,23,8,1,0,0,1,1,1,73.440002
21,0,21,0,1.7093,3.3970001,,,,9,0,1,1,0,1,1,78.129997
20,15,10,1,1.8703001,3.25,21,25,22,9,0,0,0,1,1,1,75
19,15,10,0,2,3.2969999,,,,6,0,1,0,1,1,1,19.530001
20,12,6.5,1,2.8333001,3.75,26,29,26,8,1,1,0,1,1,1,72.660004
20,8,6,1,3.2967999,3.744,22,22,22,9,0,0,1,0,0,0,86.720001
19,0,21,0,3.6784999,3.661,23,27,25,5,0,1,0,1,0,0,80.470001
19,12,15,1,2.1333001,2.9749999,21,22,19,9,0,0,0,0,0,0,37.5
20,20,25,1,2.7741001,3,21,17,21,8,1,0,0,1,1,1,71.879997
20,4,6,0,3.0446,3.7679999,20,22,22,7,0,0,0,1,1,1,78.129997
20,0,10,0,2.2692001,2.9660001,21,20,21,7,0,0,0,0,0,1,61.720001
20,13,10,0,3.483,3.6300001,30,29,30,9,0,1,0,1,1,0,84.379997
20,8,6,1,3.4435,3.908,30,31,31,10,0,1,0,1,1,0,85.940002
19,15,7,0,2.6451001,3.566,30,27,29,9,0,1,0,1,0,1,78.910004
19,25,10,0,3.3822999,3.8940001,31,29,30,10,0,1,0,1,0,1,64.839996
20,30,5,1,2.5267,3.358,18,26,20,10,1,1,1,0,0,0,70.309998
20,25,15,1,2.6949,3.8,27,27,29,9,0,0,0,1,0,0,71.879997
20,0,15,0,2.3557,3.527,22,28,24,9,0,1,0,1,1,1,82.809998
20,12.5,7.5,1,3.2945001,3.8239999,31,23,26,10,0,1,0,1,1,1,78.910004
20,20,12,0,2.25,2.8099999,25,20,24,8,0,1,0,1,0,0,57.810001
20,13.5,12,1,2.8684001,3.23,27,23,25,7,0,1,0,1,0,1,82.029999
20,21,20,0,3.0086,2.796,21,18,21,8,0,0,0,1,0,1,68.75
19,0,7,0,2.4042001,2.9590001,26,25,24,9,0,1,0,0,1,1,75.779999
20,15,10,0,1.9313,3.1240001,27,27,24,10,1,1,0,0,0,0,61.720001
20,0,25,0,2.7946,3.3699999,18,22,20,10,0,1,1,0,0,1,74.220001
20,20,16,1,2.3617001,3.306,24,14,20,4,1,0,0,1,1,1,71.089996
20,0,15,0,2.4672999,3.194,23,23,22,7,0,0,0,1,1,1,54.689999
20,25,10,0,2.6345999,3.5810001,27,17,25,7,0,0,0,1,0,1,66.410004
20,0,6,0,2.2755001,3.1029999,25,21,23,8,1,1,0,0,1,1,60.939999
19,10,20,0,2.5983,3.3529999,20,19,21,10,0,1,0,1,0,0,90.629997
19,0,20,1,3.0227001,3.4100001,20,17,20,8,1,0,1,0,0,0,50.779999
20,10,20,0,2.4523001,2.98,17,17,16,5,0,1,0,1,0,0,60.16
19,0,28,1,2.75,3.7360001,24,26,22,7,1,1,1,0,0,1,77.339996
20,12.5,12.5,0,3.8069999,4,24,24,27,8,0,1,0,1,1,1,87.5
20,17,10,0,2.7241001,3.3139999,26,21,22,7,0,0,0,1,0,1,60.939999
20,12,7,0,2.3775001,3.47,24,28,24,7,1,1,0,1,0,0,57.810001
20,20,7.5,1,3.1310999,3.3529999,26,21,24,6,0,0,0,1,1,1,75
20,12,10,0,2.5999999,3.6329999,18,18,18,9,0,1,1,0,0,0,62.5
19,15,10,0,2.3728001,3.1889999,27,24,28,7,0,0,0,1,1,1,82.029999
21,0,15,0,2.7363,3.497,20,21,19,8,1,1,0,1,1,1,75
20,0,5.5,1,2.7672,3.0550001,22,27,24,9,1,1,1,0,1,0,73.440002
20,11,20,0,1.7903,3.0829999,17,19,18,8,1,1,0,1,1,1,82.029999
20,11,14,1,3.1345999,4.1939998,,,,10,1,1,0,1,0,1,89.839996
20,14,15,0,2.4716001,3.0810001,19,29,23,10,1,1,0,1,1,1,67.190002
20,12,15,0,3.2966001,3.4070001,18,26,20,9,1,1,0,1,1,1,73.440002
19,0,10,0,3.3152001,3.2219999,25,27,27,9,1,1,0,0,1,1,82.809998
20,0,22.5,0,3.1886001,3.2850001,23,24,21,9,0,1,1,0,1,1,82.809998
20,0,10,0,1.8076,2.609,,,,7,1,1,0,0,1,1,66.410004
20,20,12,0,2.2692001,3.625,23,27,24,9,1,1,1,0,0,0,71.879997
19,0,40,0,3.4333,3.0309999,16,26,20,9,0,1,1,0,0,0,85.940002
20,15,10,0,3.0915999,3.6300001,25,24,24,8,0,1,0,1,1,1,83.589996
20,0,6,0,3.1127999,3.428,19,21,21,8,0,1,0,1,1,0,90.629997
19,12.5,25,0,2.8269,3.457,18,19,21,6,0,0,0,1,1,1,87.5
19,0,15,1,3.2121,3.29,24,25,22,9,0,1,0,1,1,0,83.589996
19,35,5,1,2.6666,3.556,34,25,29,10,0,1,0,0,1,0,71.879997
20,9,17.5,0,2.4200001,3.3329999,16,15,17,5,1,0,0,1,0,1,67.190002
19,11,4,0,3.1379001,3.0829999,26,25,25,9,1,0,0,0,1,1,70.309998
20,12,35,0,2.9807,3.6199999,,,,9,1,0,0,1,0,0,78.910004
19,0,10,0,2.9628999,3,20,28,24,9,1,1,1,0,0,1,81.25
19,0,14,1,3.0713999,3.0699999,,,,8,0,1,0,1,0,1,73.440002
19,20,15,0,2.5185001,2.9809999,20,22,22,7,0,1,0,1,0,1,74.220001
19,7,14,0,3.1379001,3.5669999,27,25,27,9,0,1,0,1,0,0,54.689999
19,10,10,0,2.3399999,3.6960001,21,26,25,9,1,1,0,0,0,0,50.779999
19,13,9,1,1.875,3.3,20,18,20,6,0,1,0,1,0,0,65.629997
19,20,20,1,2.4444001,3.3599999,21,20,20,9,1,0,0,1,1,1,52.34
20,0,10,0,2.5816,2.957,,,,9,1,1,1,0,0,1,78.129997
19,0,11,0,2.9642,3.1110001,22,20,22,8,0,0,0,1,1,1,73.440002
19,16,25,0,2.9284999,3.0999999,22,20,23,6,0,0,0,1,1,1,65.629997
18,11,15,1,2.52,2.8800001,21,22,22,8,1,1,0,1,1,1,82.809998
19,10,17.5,0,2.6206,3.5450001,33,26,29,9,0,1,0,1,1,0,82.809998
19,0,20,1,3.0666001,3.7869999,27,28,27,9,0,1,0,1,1,1,85.940002
19,4.5,5,0,3.2857001,3.816,29,29,28,10,0,1,0,1,1,1,92.190002
19,0,12,1,1.9629,2.471,22,23,20,8,1,1,0,1,1,1,67.190002
19,15,5,1,2.6607001,3.5799999,18,24,20,8,1,1,0,1,0,1,54.689999
18,10,12,0,3.1034,3.325,25,25,27,7,0,1,0,0,1,1,71.879997
19,0,10,0,3.862,3.8299999,22,29,26,10,1,1,0,1,0,0,95.309998
19,0,17.5,1,3.5369999,3.9159999,24,34,26,10,0,1,0,1,1,1,83.589996
19,0,3,0,3.5185001,3.444,25,26,26,9,1,1,0,0,0,1,92.190002
19,0,2,0,2.5383999,3.2279999,22,25,27,8,1,1,0,0,1,1,72.660004
19,0,5,0,1.5178,2.777,21,27,23,10,1,1,1,0,0,0,35.16
19,12,20,0,3.431,3.628,24,26,23,9,1,1,1,0,0,1,89.059998
19,0,15,0,2.4848001,2.75,20,26,21,8,0,1,1,0,1,1,67.190002
19,6,15,1,2.4642,3.3410001,24,25,23,9,0,1,0,1,0,1,77.339996
19,0,16.5,1,3.6379001,3.9809999,26,27,26,9,1,0,1,0,1,1,92.970001
19,0,8,1,2.9259,3.28,23,22,22,8,1,1,0,1,1,1,87.5
19,15,14,0,3.1833,3.4070001,21,25,23,9,1,1,1,0,0,1,81.25
19,0,7.5,0,3.1800001,3.526,17,23,21,9,1,1,0,1,1,1,52.34
19,14,14,0,3.0892,3.1760001,19,19,19,7,0,0,1,0,0,0,65.629997
19,11.5,15,1,2.2307,3.346,16,17,17,7,0,0,0,1,0,1,32.029999
19,0,11,1,3.4137001,3.625,23,21,22,7,0,1,0,1,1,1,84.379997
19,12,30,0,3.8103001,4.0949998,24,25,26,9,0,1,1,0,1,1,94.529999
19,8,20,0,3.1935,3.914,22,25,25,9,0,1,0,1,1,1,70.309998
19,0,48,0,3.7,3.3629999,22,26,22,9,1,0,1,0,0,1,91.410004
20,0,8,0,2.5302999,3.194,26,28,28,6,0,0,0,1,1,1,61.720001
19,0,20,0,3.4482,3.6110001,27,25,27,9,1,1,1,0,1,1,89.839996
19,15,35,0,2.1199999,3.6860001,26,23,25,8,0,0,0,1,0,0,78.129997
19,0,10,0,2.1666,2.6400001,16,21,20,9,0,0,0,1,0,1,70.309998
19,0,20,0,3.3213999,3.777,23,25,23,10,1,1,1,0,0,1,80.470001
19,0,2,1,3.6379001,3.688,26,26,30,10,1,1,1,0,1,1,87.5
18,0,7.5,0,2.3213999,3.0250001,22,19,22,1,1,0,0,1,0,0,61.720001
19,0,25,0,2.3965001,3.0810001,23,21,24,7,1,1,1,0,1,1,55.470001
19,5,15,0,3.7419,3.517,23,27,25,10,0,1,0,1,0,1,92.970001
19,0,9,0,3.2962999,3.6570001,24,20,22,8,0,1,0,1,0,1,85.940002
19,10,10,1,2.4400001,3.6470001,20,20,21,4,0,0,0,1,0,0,50
19,10,15,0,2.9400001,2.5480001,16,18,17,8,1,1,0,1,0,0,56.25
19,6,7,1,3.0999999,3.73,26,25,26,8,0,1,0,1,1,1,68.75
29,22.5,14,0,2.9166,3.2,22,22,22,8,0,1,0,1,1,0,87.5
19,0,20,0,3.8461001,3.46,28,29,28,10,1,1,0,1,0,0,66.410004
19,0,17.5,0,3.2321,3.5409999,23,24,24,6,0,1,0,1,0,1,74.220001
19,10,25,1,3.5689001,3.8599999,24,29,26,8,0,1,0,1,1,1,92.970001
19,17.5,12.5,1,2.9230001,3.23,23,23,25,7,1,0,0,1,1,1,89.059998
19,0,15,1,2.9463999,3.74,18,24,22,4,1,0,1,0,1,0,88.279999
18,10,25,0,2.5689001,2.95,22,25,24,10,0,0,1,0,1,0,77.339996
19,0,10,0,3.25,3.7780001,23,22,23,10,0,1,0,1,1,0,77.339996
19,15,10,1,2.7758,3.767,29,32,31,10,1,1,0,1,1,1,66.410004
19,0,5,0,3.0192001,3.648,29,29,30,9,0,1,1,0,1,1,77.339996
18,0,10,0,2,3.3050001,19,25,21,10,1,1,0,1,1,1,86.720001
19,8,20,0,3,3.257,19,19,19,6,0,1,1,0,0,0,77.339996
19,10,30,0,3.3887999,3.5999999,23,20,21,8,0,0,0,1,0,1,85.160004
19,0,12,1,3.3181,4,26,29,27,10,1,1,0,1,0,1,70.309998
19,12.5,11,0,3.2419,3.806,23,23,24,10,0,1,0,1,1,0,78.910004
19,0,11,0,3.7678001,3.9189999,24,29,29,9,1,1,0,1,0,0,95.309998
20,10,4,1,2.6379001,3.4300001,24,25,24,9,1,0,0,0,1,1,75.779999
20,7.5,5,0,3.3518,3.8399999,30,24,28,8,1,1,0,1,1,1,74.220001
19,0,10,1,3.0160999,3.526,26,30,26,10,0,1,0,1,1,1,77.339996
19,0,25,0,3.5892,3.8280001,21,28,24,8,0,1,0,1,0,1,94.529999
19,0,20,0,1.913,3.066,26,19,21,8,0,0,0,0,1,1,90.629997
20,15,3,0,2.2037001,3.0580001,30,24,28,8,1,0,0,0,1,1,53.130001
20,0,10,1,3.3871,3.4170001,29,27,28,9,1,0,0,1,1,0,92.190002
19,0,15,0,3.7142,4,23,27,25,9,1,1,1,0,1,1,92.970001
19,0,12,0,3.1092999,3.1889999,20,22,20,9,1,1,0,1,0,1,82.809998
19,15,15,0,3.6289999,3.927,28,29,27,9,1,1,1,0,0,1,98.440002
19,15,17.5,0,2.125,3.1900001,15,22,18,9,0,1,0,1,1,0,56.25
19,0,12,1,2.5999999,3.1040001,20,21,21,6,1,0,0,1,1,1,64.059998
19,10,5,1,3.1071,3.49,22,22,23,6,1,0,0,0,1,0,79.690002
19,0,3,0,2.6800001,3.171,19,25,22,7,1,1,0,1,0,0,78.129997
19,0,10,1,2.7165999,3.1110001,19,24,23,8,0,1,0,1,1,1,93.75
19,0,5,1,2.5178001,2.5999999,23,25,24,7,1,1,0,1,1,1,68.75
19,0,20,1,2.7321,3.1700001,24,26,25,7,1,1,0,1,1,1,80.470001
18,0,17.5,1,3.1551001,2.8499999,,,,9,1,1,1,0,0,1,85.160004
19,12,20,1,3.0892,3.6289999,,,,8,1,1,0,1,0,0,75
19,0,22.5,1,2.4284999,3.4460001,15,24,21,7,1,1,1,0,0,0,82.029999
19,0,25,0,3.8103001,3.6800001,22,27,24,8,1,1,1,0,1,0,92.190002
19,0,6,1,2.25,3.2920001,22,21,22,8,0,0,0,1,1,1,72.660004
19,0,10,1,2.8652999,3.483,24,24,25,9,1,1,0,1,1,0,71.879997
19,0,9,1,2.8076,3.25,21,19,20,6,0,1,0,1,0,1,57.029999
19,21,10,0,3.3448,3.467,28,22,25,6,0,1,0,0,1,1,65.629997
19,8,10,1,3.4814,3.6600001,27,29,28,9,0,1,0,1,1,1,84.379997
18,12,8,0,2.5769,3.405,23,27,24,8,0,1,0,0,0,0,69.529999
19,15,5,0,2.8333001,3.115,24,25,25,5,1,0,0,0,1,1,75
19,0,15,0,3.1152999,3.457,24,24,24,7,1,0,0,1,0,0,84.379997
19,0,13.5,0,3.4833,3.4389999,19,24,22,6,0,1,0,1,1,1,67.970001
19,15,10,0,3.6910999,3.5969999,25,26,28,9,0,1,0,1,1,1,76.559998
20,0,16,1,2.9333,3.2939999,20,24,23,9,1,0,1,0,1,1,80.470001
20,6,10,1,2.8333001,3.55,20,26,20,9,1,1,0,1,1,0,85.940002
19,17.5,20,1,2.8034999,2.9000001,27,19,23,9,0,1,0,0,1,1,82.809998
19,0,5,0,2.7678001,3.3050001,20,25,21,9,1,1,1,0,0,1,64.059998
19,0,10,0,2.3928001,3.586,29,29,26,8,1,1,0,1,1,1,66.410004
19,0,7,0,3.0713999,3.2780001,22,22,24,6,1,0,1,0,0,0,75.779999
19,10,25,1,2.6166,3.3900001,21,21,23,5,0,0,0,1,0,0,68.75
19,0,10,0,2.75,3.1140001,19,21,20,8,0,1,1,0,0,0,86.720001
19,0,17.5,0,2.1206,3.5420001,24,27,26,9,1,1,0,1,1,1,77.339996
19,10,10,1,3.02,3.6500001,27,25,27,7,0,0,1,0,0,0,82.809998
18,0,8,1,3.2291,3.23,18,23,21,6,0,1,0,1,0,0,75
18,10,8,0,3.0172,3.388,26,18,22,8,0,1,0,1,1,0,58.59
19,10,25,0,1.7,2.994,20,27,21,10,1,1,0,1,0,0,35.939999
19,0,14,0,2.4400001,3.178,17,17,20,7,1,0,0,1,0,0,56.25
19,0,4,1,3.0555,3.05,25,28,29,7,1,1,0,1,1,0,84.379997
19,15,16,0,2.48,3.0250001,16,21,20,9,1,1,0,1,0,0,68.75
19,8,11,0,1.9259,3.5829999,13,19,18,8,1,1,1,0,0,0,75
19,12,10,0,2.6199999,3.1170001,19,17,19,7,0,0,1,0,0,0,62.5
19,22.5,0,1,3.0892,3.79,,,,9,0,1,0,1,1,1,50.779999
19,20,10,1,2,3.27,27,25,25,8,0,0,0,0,1,1,65.629997
19,17.5,17.5,0,1.4615,3.1700001,23,21,22,7,0,0,0,1,0,0,62.5
19,0,25,0,2.375,3,25,24,24,8,1,1,0,1,1,1,65.629997
19,25,12,0,2.5,3.5910001,22,21,25,9,0,1,0,0,0,0,64.059998
19,25,20,0,2.7758,3.55,26,24,27,10,0,0,0,1,1,0,79.690002
19,0,40,1,3.3636,3.1619999,22,17,21,6,1,0,1,0,0,1,75
19,0,15,1,2.8,2.5829999,23,24,23,8,1,0,1,0,1,0,70.309998
18,12,12.5,1,2.9642,3,,,,7,1,0,0,1,0,0,60.16
19,0,5,0,2.6800001,3.2219999,19,19,23,7,1,0,0,0,1,1,71.089996
19,0,7,1,3.1666,3.2,16,25,19,4,0,1,1,0,0,1,89.059998
20,0,12.5,1,3.0925,3.306,22,24,22,7,1,1,0,1,1,1,63.279999
19,0,14,0,2.9166,3.151,20,17,18,6,0,0,0,1,0,1,89.059998
19,12,6,0,1.8478,3.586,24,30,25,8,1,1,0,1,0,0,89.839996
19,0,25,0,3.5160999,3.105,,,,7,1,1,1,0,0,1,97.660004
19,0,14,1,2.5833001,3.187,24,22,21,8,1,1,1,0,0,0,73.440002
19,10,9,0,3.2776999,3.5999999,26,28,26,9,0,1,0,1,0,0,93.75
19,0,15,1,3.6289999,4.0050001,21,26,24,10,0,1,1,0,1,1,75.779999
19,9.5,15,0,3.1206,3.6040001,24,23,23,10,0,1,0,1,0,0,82.809998
19,0,10,0,2.9655001,3.4630001,25,30,26,9,0,1,0,1,1,1,71.879997
19,11,15,0,2.9833,3.3499999,,,,7,0,1,0,1,1,1,82.029999
19,18,10,0,3.3213999,4,26,32,27,10,0,0,1,0,1,1,68.75
18,10,17.5,0,3.3213999,3.411,22,27,24,10,1,1,1,0,1,1,89.839996
19,0,8,1,3.5625,3.8399999,,,,9,1,1,0,1,0,1,91.410004
19,0,20,0,3.1607001,3.5550001,20,21,21,10,0,1,0,1,0,1,78.910004
18,9.5,10,0,3.6607001,3.1300001,,,,8,0,1,1,0,0,1,94.529999
19,27.5,5,1,.875,3.1600001,21,26,23,9,0,0,0,1,1,0,41.41
19,20,15,1,3.0534999,3.3310001,24,27,23,6,1,1,0,1,1,1,81.25
19,15,20,1,2.4284999,3.0090001,26,21,28,6,0,1,1,0,0,0,67.970001
19,6,7,0,2.3333001,2.7420001,19,15,17,4,1,0,1,0,1,1,38.279999
19,0,15,1,1.9482,3.3180001,19,27,24,9,1,1,0,1,0,0,75
19,10,9,0,3.2114999,3,20,19,21,5,1,0,0,1,1,0,79.690002
19,20,5,1,2.3887999,3.0710001,23,23,22,10,1,1,0,1,0,0,78.129997
19,20,21.5,1,3.1784999,2.971,22,27,22,10,0,1,0,1,1,0,68.75
19,0,10,1,2.5892,3.8610001,21,19,21,9,0,0,0,1,1,0,77.339996
19,0,15,1,3.7258,3.1199999,26,27,28,10,1,1,0,1,0,0,91.410004
